density,m,n,mean_new,std_new,version_new,mean_old,std_old,version_old
0.5,10,56,0.0008839331498520001,8.488291066551808e-05,new,0.0012463804099750002,8.212094512779388e-05,old
0.5,10,10,0.0008728594099010001,6.183844847446977e-05,new,0.001258420930171,0.00011315944954000001,old
0.3775,10000,10000,0.40889348718996105,0.011830393520882,new,0.48644736000035904,0.0027828447118680003,old
0.3775,10000,1778,0.079787660000268,0.000402000100158,new,0.09592852025994901,0.002005214822394,old
0.3775,10000,316,0.020558783470005,0.000659825541582,new,0.028062388710095,0.0008115698340670001,old
0.3775,10000,56,0.0032982288333490003,3.1085057913013054e-05,new,0.00615833136002,0.000331321105036,old
0.3775,10000,10,0.0017322514899930001,7.985561262436065e-05,new,0.002542106410037,0.000333992789715,old
0.3775,1778,10000,0.075632072666849,0.0007303807510600001,new,0.099329626719882,0.002673126062094,old
0.3775,1778,1778,0.018004750229883,0.0007288190232700001,new,0.028424544959925004,0.000956829431431,old
0.3775,1778,316,0.005642356999924001,0.000281762167705,new,0.006533909649842001,0.00051956323028,old
0.3775,1778,56,0.0015294374201030002,9.601301295105656e-05,new,0.0022007776600730003,0.000279689476235,old
0.3775,1778,10,0.001022874000191,8.736898297558679e-05,new,0.0014554376498920002,0.000126008840261,old
0.3775,316,10000,0.019954110409889002,0.0009425841552250001,new,0.025751613880092002,0.0009635325056660001,old
0.3775,316,1778,0.004049971839922,0.000220433468634,new,0.006174594749973001,0.00040712153426800005,old
0.3775,316,316,0.0016764094300370002,7.601703458480072e-05,new,0.002226052499863,0.000312257564951,old
0.3775,316,56,0.000987220040115,4.609505478284762e-05,new,0.0014124420600270002,0.00015045503262400001,old
0.3775,316,10,0.0008686070999100001,5.708813720531569e-05,new,0.001313179200187,0.000141313211453,old
0.3775,56,10000,0.0035193767402230004,0.000251498077234,new,0.006449843670197001,0.000323075200024,old
0.3775,56,1778,0.0016913642600770002,0.000127100867906,new,0.002198624929951,0.000271172150867,old
0.3775,56,316,0.000981941609934,6.740587345398694e-05,new,0.001405863440049,0.000132020641379,old
0.3775,56,56,0.0008781499501850001,8.369996504548425e-05,new,0.0012732855898860002,0.00010158577372300001,old
0.3775,56,10,0.0008647486399780001,6.713584965635337e-05,new,0.001250172799918,0.000101652644452,old
0.3775,10,10000,0.001645898279966,0.0001438005928,new,0.00236962957977,0.000271351272965,old
0.3775,10,1778,0.000993394240067,6.181052763281052e-05,new,0.0013833261100080001,0.00010989856587500001,old
0.3775,10,316,0.000890517689986,6.754073165934722e-05,new,0.001254161109973,9.500280510494291e-05,old
0.3775,10,56,0.0008613274702290001,5.231544575533342e-05,new,0.0012276901500080002,0.00010256696474000001,old
0.3775,10,10,0.0008620465399870001,5.187186491049224e-05,new,0.001218303960158,8.625717093094552e-05,old
0.255,10000,10000,0.27062198899996703,0.0023506983677520003,new,0.34225914362514204,0.0033954863657130003,old
0.255,10000,1778,0.055427270830186004,0.0021025009553630003,new,0.06839072730974201,0.0017123536675060001,old
0.255,10000,316,0.011461720880106,0.0005634548626170001,new,0.015484524359999,0.00061115314132,old
0.255,10000,56,0.003298698030303,0.00022279734233800002,new,0.004491544660158,0.00019552573484200002,old
0.255,10000,10,0.0016503862001260002,0.00011813268861100001,new,0.0021560550296990002,0.000271048285996,old
0.255,1778,10000,0.05418165733994101,0.001539921006322,new,0.071738601150063,0.002251056529687,old
0.255,1778,1778,0.012064470880177001,0.000555851450592,new,0.016397634950044,0.000637807886425,old
0.255,1778,316,0.003012058969979,0.000167577890851,new,0.004401340159856,0.000376885756584,old
0.255,1778,56,0.001313256790126,8.467551667170768e-05,new,0.0020249403697740003,0.000220790780522,old
0.255,1778,10,0.000943282119733,9.402786623212989e-05,new,0.0013649008200080001,0.00011694605486400001,old
0.255,316,10000,0.011237358830003001,0.00039243450423000003,new,0.015707876439846002,0.0008859553250060001,old
0.255,316,1778,0.002278736699809,0.00024284628682700002,new,0.0033853782901490004,0.00037041450330400005,old
0.255,316,316,0.00105219751007,5.236006414619631e-05,new,0.001811070240109,0.00018611474155100002,old
0.255,316,56,0.000961964390007,3.8830134929461395e-05,new,0.0013182332900030002,0.00010491950522900001,old
0.255,316,10,0.000871308529931,5.575645001988983e-05,new,0.001241174410206,0.00011354951315000001,old
0.255,56,10000,0.0037948871699330002,0.00021664889347200003,new,0.004138908130007,0.000357498637565,old
0.255,56,1778,0.001335666169834,7.8834450782205e-05,new,0.0020828854700440003,0.00018576126942500002,old
0.255,56,316,0.0009663593201180001,7.833206188503958e-05,new,0.001336202789934,0.00010453937173300001,old
0.255,56,56,0.000829009330045,3.2136586578212535e-05,new,0.001221405999967,0.00010779571803300001,old
0.255,56,10,0.000844770919975,4.9817185203924754e-05,new,0.001223910059925,0.00013749499774400002,old
0.255,10,10000,0.0016363336200810002,0.00016852004690000002,new,0.002201508899888,0.00027029230119200004,old
0.255,10,1778,0.000946932240294,5.869456264155617e-05,new,0.0013657545297240002,0.00015131326066400002,old
0.255,10,316,0.0008774558000360001,7.519259937534557e-05,new,0.001226301480055,0.00010605515102300001,old
0.255,10,56,0.00084823992016,4.960021875142541e-05,new,0.0012212299200100001,0.000113588697163,old
0.255,10,10,0.0008804698699530001,7.776592704743618e-05,new,0.0012231373402390002,0.00011377279151900001,old
0.1325,10000,10000,0.14349592000007702,0.0014341562952330002,new,0.202721482790257,0.004903180597906001,old
0.1325,10000,1778,0.033141462166289,0.00023194076521400003,new,0.040681150680102,0.0012403759262100001,old
0.1325,10000,316,0.006577989980105001,0.000357872139943,new,0.009944993860117001,0.00039970228905600004,old
0.1325,10000,56,0.0019054955898170003,0.000176787013606,new,0.0031008642999950002,0.000244036557183,old
0.1325,10000,10,0.001239302430076,0.00011967133034900001,new,0.001897782190098,0.00027166296346500004,old
0.1325,1778,10000,0.030244996609944,0.00068725902631,new,0.046780540660111,0.0014502318939440002,old
0.1325,1778,1778,0.005865657729918001,0.00047750451845700006,new,0.009882319289936001,0.000650184344079,old
0.1325,1778,316,0.002086713620119,0.00014842368197000001,new,0.0029262567700780004,0.000250419005834,old
0.1325,1778,56,0.001111143210036,8.548201173726024e-05,new,0.001586230879911,0.000163874812666,old
0.1325,1778,10,0.0009296829000230001,6.390625267634366e-05,new,0.001351859920141,0.00017373393723400002,old
0.1325,316,10000,0.006280753629907001,0.00044633545025000006,new,0.011414399369896001,0.000496550187053,old
0.1325,316,1778,0.002500038840007,0.000286559014183,new,0.0030033714298770002,0.00030074747042900003,old
0.1325,316,316,0.001102347710038,7.870454217438397e-05,new,0.001563326979885,0.00016547587165300002,old
0.1325,316,56,0.0009103036301160001,5.9876731534404e-05,new,0.0013088892299120002,0.000136827007082,old
0.1325,316,10,0.0008586488298530001,5.365532592204609e-05,new,0.0012772325403420002,0.00014860280724700002,old
0.1325,56,10000,0.002295729139987,0.000160298265423,new,0.0031988774098860003,0.000283930254626,old
0.1325,56,1778,0.001099922270004,5.2149829329714296e-05,new,0.001582707320194,0.00015615065749300001,old
0.1325,56,316,0.000920610020075,7.27856858834846e-05,new,0.001282322479783,0.00010723651688200001,old
0.1325,56,56,0.0008751386401120001,5.014816082728208e-05,new,0.0012770444300250002,0.000142504192831,old
0.1325,56,10,0.000887005589902,4.9983363278071076e-05,new,0.0012307346498710002,0.00010160769443500001,old
0.1325,10,10000,0.0011348751699550002,5.0805035480682864e-05,new,0.0017269346400640001,0.000186509693736,old
0.1325,10,1778,0.00091238534027,5.8804551004572896e-05,new,0.00133574379015,0.000140815404119,old
0.1325,10,316,0.0008926111000980001,6.785635758599301e-05,new,0.001246058849974,0.00010865495913300001,old
0.1325,10,56,0.0008815423002670001,3.5021409270782035e-05,new,0.001248201140006,0.00011658715707800001,old
0.1325,10,10,0.000888384610116,6.847304200074757e-05,new,0.00122594834007,0.00011840101628400001,old
0.01,10000,10000,0.012866771920089,0.0007387669067080001,new,0.022787177369864003,0.0011911908664200002,old
0.01,10000,1778,0.003360260330118,0.00025580296812000003,new,0.0055774984801610005,0.0004954346342960001,old
0.01,10000,316,0.00126017240007,6.964886382646229e-05,new,0.0024031285498130003,0.00038501365186600006,old
0.01,10000,56,0.001028249499977,5.698121524622669e-05,new,0.001599808469909,0.00015988128532,old
0.01,10000,10,0.0009126078201,5.5277655633469214e-05,new,0.0013883748698570002,0.000163815356446,old
0.01,1778,10000,0.0035472551200290002,0.000173447700593,new,0.006317633190119001,0.00029291700671500004,old
0.01,1778,1778,0.0016377047203050001,6.802231446890356e-05,new,0.001992079260198,0.00018153816387300002,old
0.01,1778,316,0.0009820045398730001,7.464170659656763e-05,new,0.0014232458801780002,9.732338569511704e-05,old
0.01,1778,56,0.0009071758000200001,5.4344962173142044e-05,new,0.0012731353001070001,7.675529484721646e-05,old
0.01,1778,10,0.0008961742401510001,5.7153914344014524e-05,new,0.0012601365000220002,0.00011055702217000001,old
0.01,316,10000,0.0015869619400100002,0.000128335659334,new,0.002268524380087,0.00034816322441400004,old
0.01,316,1778,0.0009997394397940002,6.546686865535998e-05,new,0.0013798397501150002,0.00010372119882800001,old
0.01,316,316,0.0008921062599620001,6.576032766537708e-05,new,0.001314277759884,0.000165108802722,old
0.01,316,56,0.0008668848500010001,4.005584455421354e-05,new,0.0012358796300390002,9.597482646675212e-05,old
0.01,316,10,0.0008982271898270001,7.725523332072857e-05,new,0.00124055818007,0.000107745124395,old
0.01,56,10000,0.000964999919997,5.683967931492546e-05,new,0.0014992063500540002,0.000166830591077,old
0.01,56,1778,0.0008753350202450001,3.7830699537395385e-05,new,0.0012859596898850002,0.00011307981820200001,old
0.01,56,316,0.0008797956999110001,7.908873811760592e-05,new,0.001249266720078,0.00011225877941600001,old
0.01,56,56,0.0008734693102080001,4.942452680599888e-05,new,0.001239852090075,9.014846412268858e-05,old
0.01,56,10,0.0008826092301020001,4.9904086135154844e-05,new,0.001231139730116,0.00012700575719,old
0.01,10,10000,0.0009099098698780001,8.091743365898798e-05,new,0.001380082790019,0.00011985398804200002,old
0.01,10,1778,0.0008887338099520001,6.557966230687628e-05,new,0.001251830080145,9.046845553387936e-05,old
0.01,10,316,0.000870305689641,5.3258784405654326e-05,new,0.001225981329989,9.734828599870389e-05,old
0.01,10,56,0.0008818891100960001,5.951177889981534e-05,new,0.00122277735998,9.782709767059395e-05,old
0.01,10,10,0.0008645754798990001,6.789740679468061e-05,new,0.0012182089701300001,0.00011217245979000001,old
